policy_deductable,policy_annual_premium,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,vehicle_claim,customer,Customer_age_group,have_umbrella_limit,policy_csl,insured_sex,insured_education_level,incident_severity,property_damage,police_report_available,fraud_reported,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police
2000,1459.93,0,0,10,2,1,3,56720,0,0,1,2.5,0,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1000,1245.61,0,0,11,1,1,0,41310,0,0,1,5.0,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2000,1462.76,69200,-36900,23,3,2,0,32640,0,0,1,1.0,0,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,1398.46,0,0,14,1,0,2,60240,0,0,1,1.0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1000,1269.64,48800,0,10,1,1,3,61440,0,0,1,5.0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
500,1455.65,0,-66300,6,3,2,3,55860,0,1,0,1.0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2000,1140.31,29300,-64700,10,3,0,3,33740,0,0,1,5.0,1,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
500,1330.46,54800,-64100,5,3,0,0,17600,0,0,1,5.0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2000,1190.6,0,-45300,17,1,1,3,27510,0,0,1,2.5,1,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
500,972.5,0,0,3,1,2,3,2320,0,0,1,2.5,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
2000,1161.91,0,-50400,9,1,0,3,3900,0,0,1,1.0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1000,1117.17,0,-29900,6,1,2,0,4960,0,1,1,2.5,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2000,1101.51,64000,0,22,3,2,2,46320,0,0,1,2.5,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1000,1523.17,0,0,10,3,1,2,70920,0,1,1,1.0,1,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1000,984.45,0,0,4,1,1,2,6240,0,0,1,5.0,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
2000,1257.0,63900,-43700,23,1,1,3,44560,0,0,0,5.0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
500,1434.51,0,0,19,1,0,2,53580,0,0,1,5.0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
2000,1628.0,0,0,22,1,1,2,38920,0,0,1,2.5,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
500,1412.31,0,0,6,1,1,3,3500,0,0,1,5.0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
500,1362.87,56900,-56900,6,1,2,0,66330,0,0,0,2.5,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1000,1134.68,0,0,18,1,2,2,48510,0,0,1,1.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1000,1306.78,0,0,22,1,1,0,47320,0,0,1,2.5,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
500,1021.9,0,0,21,1,0,0,63180,1,1,1,5.0,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1000,1538.6,0,-54700,12,1,0,0,42420,0,0,1,1.0,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
1000,1354.5,52800,0,6,3,0,3,45360,0,0,1,5.0,1,4,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1282.93,0,0,0,4,0,0,48640,1,0,1,5.0,0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1000,1346.27,44900,-91400,11,1,0,2,46560,0,0,1,5.0,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,1338.4,63600,0,19,1,1,0,47110,0,0,0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1000,949.44,0,-38400,22,3,0,0,52260,0,0,1,1.0,0,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2000,977.4,82200,0,2,1,2,3,38990,0,0,1,5.0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2000,1181.46,0,-67400,16,4,1,2,51030,0,0,0,2.5,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500,1187.53,83200,-53300,23,3,0,0,44460,0,0,1,5.0,0,7,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1000,845.16,0,0,21,1,1,0,42910,0,0,1,1.0,0,4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
500,1442.27,67900,0,10,1,2,3,40950,0,0,1,1.0,1,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2000,1276.43,0,0,12,1,0,3,46620,0,0,1,1.0,1,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
500,1075.41,55200,0,6,1,1,0,58720,0,1,1,2.5,1,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
500,1111.72,54600,0,6,1,1,2,32550,0,1,1,1.0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
2000,814.96,68500,0,7,1,2,2,4480,0,0,0,5.0,0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1000,1575.86,0,0,3,1,1,1,2320,0,0,1,5.0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1000,1115.27,0,-66000,10,1,2,1,4720,0,1,1,2.5,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2000,1175.7,0,0,14,1,0,2,44590,0,0,1,5.0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
500,793.15,54600,-45500,17,3,0,3,54640,0,0,1,1.0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
500,942.51,0,0,16,1,0,0,44800,0,0,1,2.5,0,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
1000,1056.71,77900,0,3,1,2,1,2610,0,0,1,5.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2000,1255.68,23600,-15600,7,1,0,0,5180,0,0,0,5.0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
500,1335.13,44000,-71000,13,1,1,1,42630,0,0,1,5.0,0,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
500,1178.95,0,-67300,20,1,2,3,34580,0,0,0,2.5,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
500,1793.16,0,0,23,1,2,2,50000,0,0,1,2.5,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
500,1008.38,37900,0,11,1,1,0,43050,0,0,1,1.0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
500,1396.83,0,0,0,4,0,3,55920,0,0,1,1.0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
500,1402.78,70300,-50300,2,1,0,1,37380,0,0,0,1.0,0,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1000,1437.88,42800,-51200,3,1,2,0,42000,0,1,1,1.0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1000,1313.64,12100,0,3,1,1,0,3120,0,0,1,5.0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
500,1482.14,33000,-43600,15,3,2,1,47250,1,0,1,2.5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2000,1171.75,46500,-42700,23,1,2,3,39870,0,1,1,2.5,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2000,1353.33,0,-8500,9,3,2,0,60550,0,0,1,5.0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
500,1175.51,0,0,20,1,0,1,6120,0,1,1,1.0,1,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2000,1836.02,38000,-41200,5,1,2,1,59850,0,1,1,1.0,1,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
500,1480.79,0,-12100,15,1,0,2,77670,0,0,0,5.0,0,6,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
2000,1453.92,51700,0,13,1,2,3,55650,0,0,1,5.0,0,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
500,1340.71,0,0,16,1,2,2,55440,0,0,1,2.5,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2000,714.03,0,-17000,0,1,0,2,39680,0,0,1,1.0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2000,1376.16,38600,-50300,10,3,2,1,35820,0,0,1,1.0,0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
500,914.22,37900,-72900,14,3,2,0,61520,0,0,1,1.0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1000,1601.47,64400,0,1,3,2,2,47950,0,0,1,5.0,1,7,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1000,1096.79,45500,-60600,16,1,2,1,65120,0,0,0,5.0,0,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
2000,1078.22,54500,0,2,3,0,1,42480,0,0,1,1.0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1000,1595.28,0,0,23,3,0,0,31590,0,0,1,2.5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1000,1217.84,49600,0,19,3,2,2,38400,0,0,0,1.0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2000,1117.42,0,-51900,23,3,2,2,35460,0,0,1,1.0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2000,1567.37,62500,0,10,1,2,3,40810,0,0,1,1.0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2000,1294.93,38000,-50300,12,3,1,2,57440,0,0,0,5.0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1000,1152.12,0,-62400,15,3,2,0,60320,0,0,1,2.5,1,7,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1000,1441.21,0,0,3,1,1,0,4720,0,0,1,1.0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1000,1575.74,0,-68900,19,1,2,2,4720,0,0,0,5.0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2000,1233.96,34500,-60600,16,3,1,1,44720,0,0,1,5.0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1000,1861.43,60400,-67800,16,1,0,3,51040,0,1,1,2.5,1,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1000,1570.86,66000,0,10,1,0,1,43620,0,0,1,1.0,1,6,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2000,791.47,0,0,6,1,1,2,4410,0,0,1,5.0,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1000,1012.78,43700,0,18,1,2,1,66570,0,0,1,2.5,1,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
500,1047.06,0,0,20,3,0,2,50800,0,0,0,1.0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1000,1390.29,0,-41200,14,1,0,0,44030,1,1,1,2.5,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
500,951.46,0,-35500,8,3,0,3,46410,0,1,1,5.0,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1000,1226.78,49600,-49200,17,2,2,0,57050,0,0,1,1.0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
500,1280.9,48900,-40900,9,1,2,0,30000,0,0,1,1.0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2000,1472.77,0,-31700,0,1,2,1,30730,0,1,1,1.0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1000,1878.44,0,-76000,2,1,0,0,48330,0,1,1,5.0,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
500,1418.5,0,0,23,3,0,0,44310,0,1,1,5.0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
500,1532.8,0,0,8,1,0,3,41860,0,0,1,1.0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
500,1304.35,0,0,6,3,0,2,52200,1,1,1,2.5,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,1551.61,45000,-30400,3,1,1,1,1750,0,0,1,5.0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
1000,1326.98,64200,0,14,3,1,3,40590,1,0,0,1.0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
500,862.92,0,-71700,16,3,0,2,46320,0,0,1,2.5,1,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2000,1331.69,0,0,12,1,1,2,46350,0,0,1,1.0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2000,1486.04,0,-56200,1,3,2,3,44870,0,0,1,2.5,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1000,870.55,0,-49400,19,1,0,3,53520,0,0,1,1.0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2000,1344.56,0,-39100,7,1,1,2,4160,0,0,0,5.0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1000,1377.04,61400,-41100,6,4,1,1,26480,1,0,1,5.0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
500,1237.88,0,-46900,11,1,0,0,52020,0,0,1,2.5,1,6,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1000,1525.86,0,0,2,1,1,1,53360,0,0,1,1.0,0,7,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
500,854.58,52200,0,15,1,2,3,55230,1,1,1,5.0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1000,770.76,0,-53700,0,1,0,2,34860,0,0,1,2.5,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2000,1132.74,0,-37500,12,1,1,1,56320,0,0,1,1.0,0,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
500,1173.37,0,-42700,1,1,1,0,34320,0,0,0,5.0,0,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2000,1188.28,0,-53800,16,2,1,0,35880,0,1,0,1.0,0,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1000,876.88,0,0,2,1,2,1,38220,0,0,0,1.0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1000,1143.95,51400,0,13,3,2,1,41510,1,1,1,5.0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2000,1409.06,74200,-68100,0,1,2,2,38720,0,1,1,1.0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1000,1070.63,0,0,0,3,0,1,43120,0,1,1,5.0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2000,916.13,55300,-58400,16,3,2,0,55620,0,1,1,5.0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
500,1191.5,38600,-52900,8,1,2,0,62300,0,0,1,2.5,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1000,1474.66,0,-46200,9,1,2,3,4920,0,0,1,5.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1000,1193.45,0,0,11,1,2,1,41160,0,0,1,2.5,1,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1000,1437.53,0,0,6,3,0,2,35820,0,0,1,2.5,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2000,1304.83,0,0,18,1,0,0,45450,0,0,1,1.0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1000,1168.8,0,-42400,11,1,0,3,26000,0,0,1,2.5,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1000,1164.97,43000,-42500,17,1,1,2,32130,0,1,1,1.0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1000,1232.72,87800,-51200,21,3,1,0,58640,0,0,1,2.5,1,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2000,1800.76,0,-78600,0,3,1,0,38240,0,0,1,2.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
500,1187.01,46300,-33000,9,1,0,1,2560,0,0,0,5.0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1000,1559.34,0,-51600,1,1,0,2,56000,0,0,1,1.0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2000,1137.02,31500,0,22,1,1,3,56070,1,1,1,2.5,0,7,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1000,1281.72,33500,-49500,20,4,0,2,39060,0,0,1,1.0,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1000,796.35,72400,-77000,9,3,2,1,42880,0,1,1,1.0,0,6,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
500,1270.02,0,-45800,5,1,1,2,1440,0,0,1,2.5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1000,1383.13,46700,0,12,1,1,1,5300,0,1,1,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2000,1290.74,58300,0,6,3,2,0,57360,0,0,0,1.0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1000,1216.68,55100,0,8,1,1,1,2100,0,0,1,1.0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
500,1251.16,41400,0,14,1,0,1,63300,0,0,1,1.0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,1586.41,33500,-58900,10,1,1,3,54960,1,0,1,2.5,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2000,1526.11,0,0,12,1,2,3,60160,0,0,0,5.0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1000,1028.44,0,0,12,1,0,0,58880,0,0,1,1.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,1555.94,23300,0,12,3,1,3,59310,0,0,1,1.0,1,7,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2000,1570.77,98800,-65300,13,1,0,3,4960,0,0,1,5.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
2000,1170.53,65000,-49200,17,3,1,2,45520,0,0,1,1.0,0,7,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
